date,network,field,value
2026-05-05,telegram,engagement_rate_day,1.08
2026-05-05,telegram,referrals_day,39.0
2026-05-05,telegram,subscribers,13193.0
2026-05-05,telegram,views_day,3069.0
2026-05-05,vk,content_day,2.0
2026-05-05,vk,engagement_rate_day,4.82
2026-05-05,vk,referrals_day,7.0
2026-05-05,vk,subscribers,23043.0
2026-05-05,youtube,content_day,1.0
2026-05-05,youtube,engagement_rate_day,1.55
2026-05-05,youtube,reactions_day,717.0
2026-05-05,youtube,referrals_day,7.0
2026-05-05,youtube,subscribers,91088.0
2026-05-05,youtube,views_day,46181.0
2026-05-06,instagram,content_day,2.0
2026-05-06,instagram,engagement_rate_day,6.46
2026-05-06,instagram,reactions_day,201.0
2026-05-06,instagram,referrals_day,4.0
2026-05-06,instagram,subscribers,20044.0
2026-05-06,telegram,content_day,1.0
2026-05-06,telegram,engagement_rate_day,0.75
2026-05-06,telegram,referrals_day,53.0
2026-05-06,telegram,subscribers,13196.0
2026-05-06,telegram,views_day,2936.0
2026-05-06,vk,content_day,2.0
2026-05-06,vk,engagement_rate_day,8.07
2026-05-06,vk,referrals_day,12.0
2026-05-06,vk,subscribers,23045.0
2026-05-06,youtube,content_day,0.0
2026-05-06,youtube,engagement_rate_day,1.52
2026-05-06,youtube,reactions_day,796.0
2026-05-06,youtube,referrals_day,10.0
2026-05-06,youtube,subscribers,91101.0
2026-05-06,youtube,views_day,52239.0
2026-05-07,instagram,content_day,1.0
2026-05-07,instagram,engagement_rate_day,3.41
2026-05-07,instagram,reactions_day,159.0
2026-05-07,instagram,referrals_day,2.0
2026-05-07,instagram,subscribers,20050.0
2026-05-07,telegram,content_day,1.0
2026-05-07,telegram,engagement_rate_day,0.69
2026-05-07,telegram,referrals_day,25.0
2026-05-07,telegram,subscribers,13193.0
2026-05-07,telegram,views_day,3891.0
2026-05-07,vk,content_day,1.0
2026-05-07,vk,engagement_rate_day,5.14
2026-05-07,vk,referrals_day,5.0
2026-05-07,vk,subscribers,23047.0
2026-05-07,youtube,content_day,1.0
2026-05-07,youtube,engagement_rate_day,1.41
2026-05-07,youtube,reactions_day,729.0
2026-05-07,youtube,referrals_day,13.0
2026-05-07,youtube,subscribers,91133.0
2026-05-07,youtube,views_day,51557.0
2026-05-08,instagram,content_day,3.0
2026-05-08,instagram,engagement_rate_day,2.92
2026-05-08,instagram,reactions_day,59.0
2026-05-08,instagram,referrals_day,1.0
2026-05-08,instagram,subscribers,20051.0
2026-05-08,telegram,content_day,2.0
2026-05-08,telegram,engagement_rate_day,1.44
2026-05-08,telegram,referrals_day,10.0
2026-05-08,telegram,subscribers,13193.0
2026-05-08,telegram,views_day,3541.0
2026-05-08,vk,content_day,3.0
2026-05-08,vk,engagement_rate_day,6.93
2026-05-08,vk,referrals_day,3.0
2026-05-08,vk,subscribers,23062.0
2026-05-08,youtube,content_day,0.0
2026-05-08,youtube,engagement_rate_day,1.83
2026-05-08,youtube,reactions_day,341.0
2026-05-08,youtube,referrals_day,12.0
2026-05-08,youtube,subscribers,91147.0
2026-05-08,youtube,views_day,18668.0
2026-05-09,instagram,content_day,1.0
2026-05-09,instagram,engagement_rate_day,2.19
2026-05-09,instagram,reactions_day,92.0
2026-05-09,instagram,referrals_day,3.0
2026-05-09,instagram,subscribers,20051.0
2026-05-09,telegram,content_day,0.0
2026-05-09,telegram,engagement_rate_day,0.0
2026-05-09,telegram,referrals_day,6.0
2026-05-09,telegram,subscribers,13195.0
2026-05-09,telegram,views_day,1265.0
2026-05-09,vk,content_day,1.0
2026-05-09,vk,engagement_rate_day,4.05
2026-05-09,vk,referrals_day,1.0
2026-05-09,vk,subscribers,23062.0
2026-05-09,youtube,content_day,1.0
2026-05-09,youtube,engagement_rate_day,1.52
2026-05-09,youtube,reactions_day,206.0
2026-05-09,youtube,referrals_day,8.0
2026-05-09,youtube,subscribers,91168.0
2026-05-09,youtube,views_day,13541.0
2026-05-10,instagram,content_day,0.0
2026-05-10,instagram,engagement_rate_day,5.42
2026-05-10,instagram,reactions_day,68.0
2026-05-10,instagram,referrals_day,0.0
2026-05-10,instagram,subscribers,20049.0
2026-05-10,telegram,content_day,1.0
2026-05-10,telegram,engagement_rate_day,0.5
2026-05-10,telegram,referrals_day,4.0
2026-05-10,telegram,subscribers,13194.0
2026-05-10,telegram,views_day,4981.0
2026-05-10,vk,content_day,1.0
2026-05-10,vk,engagement_rate_day,2.65
2026-05-10,vk,referrals_day,2.0
2026-05-10,vk,subscribers,23066.0
2026-05-10,youtube,content_day,1.0
2026-05-10,youtube,engagement_rate_day,1.77
2026-05-10,youtube,reactions_day,485.0
2026-05-10,youtube,referrals_day,8.0
2026-05-10,youtube,subscribers,91175.0
2026-05-10,youtube,views_day,27459.0
2026-05-11,instagram,content_day,0.0
2026-05-11,instagram,engagement_rate_day,4.52
2026-05-11,instagram,reactions_day,49.0
2026-05-11,instagram,referrals_day,1.0
2026-05-11,instagram,subscribers,20054.0
2026-05-11,telegram,content_day,2.0
2026-05-11,telegram,engagement_rate_day,0.16
2026-05-11,telegram,referrals_day,13.0
2026-05-11,telegram,subscribers,13185.0
2026-05-11,telegram,views_day,7003.0
2026-05-11,vk,content_day,2.0
2026-05-11,vk,engagement_rate_day,5.07
2026-05-11,vk,referrals_day,1.0
2026-05-11,vk,subscribers,23065.0
2026-05-11,youtube,content_day,0.0
2026-05-11,youtube,engagement_rate_day,1.54
2026-05-11,youtube,reactions_day,1035.0
2026-05-11,youtube,referrals_day,15.0
2026-05-11,youtube,subscribers,91198.0
2026-05-11,youtube,views_day,67410.0
2026-05-12,instagram,content_day,2.0
2026-05-12,instagram,engagement_rate_day,5.38
2026-05-12,instagram,reactions_day,177.0
2026-05-12,instagram,referrals_day,1.0
2026-05-12,instagram,subscribers,20055.0
2026-05-12,telegram,content_day,2.0
2026-05-12,telegram,engagement_rate_day,0.98
2026-05-12,telegram,referrals_day,12.0
2026-05-12,telegram,subscribers,13186.0
2026-05-12,telegram,views_day,4188.0
2026-05-12,vk,content_day,2.0
2026-05-12,vk,engagement_rate_day,4.78
2026-05-12,vk,referrals_day,2.0
2026-05-12,vk,subscribers,23065.0
2026-05-12,youtube,content_day,1.0
2026-05-12,youtube,engagement_rate_day,1.6
2026-05-12,youtube,reactions_day,934.0
2026-05-12,youtube,referrals_day,21.0
2026-05-12,youtube,subscribers,91215.0
2026-05-12,youtube,views_day,58374.0
2026-05-13,instagram,content_day,0.0
2026-05-13,instagram,engagement_rate_day,2.88
2026-05-13,instagram,reactions_day,52.0
2026-05-13,instagram,referrals_day,2.0
2026-05-13,instagram,subscribers,20054.0
2026-05-13,telegram,content_day,2.0
2026-05-13,telegram,engagement_rate_day,1.28
2026-05-13,telegram,referrals_day,119.0
2026-05-13,telegram,subscribers,13184.0
2026-05-13,telegram,views_day,4140.0
2026-05-13,vk,content_day,1.0
2026-05-13,vk,engagement_rate_day,5.5
2026-05-13,vk,referrals_day,9.0
2026-05-13,vk,subscribers,23066.0
2026-05-13,youtube,content_day,0.0
2026-05-13,youtube,engagement_rate_day,1.39
2026-05-13,youtube,reactions_day,946.0
2026-05-13,youtube,referrals_day,25.0
2026-05-13,youtube,subscribers,91249.0
2026-05-13,youtube,views_day,68092.0
2026-05-14,instagram,content_day,2.0
2026-05-14,instagram,engagement_rate_day,3.19
2026-05-14,instagram,reactions_day,31.0
2026-05-14,instagram,referrals_day,3.0
2026-05-14,instagram,subscribers,20053.0
2026-05-14,telegram,content_day,2.0
2026-05-14,telegram,engagement_rate_day,0.86
2026-05-14,telegram,referrals_day,83.0
2026-05-14,telegram,subscribers,13186.0
2026-05-14,telegram,views_day,3712.0
2026-05-14,vk,content_day,2.0
2026-05-14,vk,engagement_rate_day,7.03
2026-05-14,vk,referrals_day,14.0
2026-05-14,vk,subscribers,23069.0
2026-05-14,youtube,content_day,0.0
2026-05-14,youtube,engagement_rate_day,1.57
2026-05-14,youtube,reactions_day,1037.0
2026-05-14,youtube,referrals_day,19.0
2026-05-14,youtube,subscribers,91278.0
2026-05-14,youtube,views_day,66116.0
2026-05-15,instagram,content_day,1.0
2026-05-15,instagram,engagement_rate_day,6.36
2026-05-15,instagram,reactions_day,110.0
2026-05-15,instagram,referrals_day,2.0
2026-05-15,instagram,subscribers,20054.0
2026-05-15,telegram,content_day,2.0
2026-05-15,telegram,engagement_rate_day,3.41
2026-05-15,telegram,referrals_day,20.0
2026-05-15,telegram,subscribers,13186.0
2026-05-15,telegram,views_day,2962.0
2026-05-15,vk,content_day,1.0
2026-05-15,vk,engagement_rate_day,3.35
2026-05-15,vk,referrals_day,8.0
2026-05-15,vk,subscribers,23073.0
2026-05-15,youtube,content_day,0.0
2026-05-15,youtube,engagement_rate_day,1.82
2026-05-15,youtube,reactions_day,473.0
2026-05-15,youtube,referrals_day,16.0
2026-05-15,youtube,subscribers,91279.0
2026-05-15,youtube,views_day,25942.0
2026-05-16,instagram,content_day,0.0
2026-05-16,instagram,engagement_rate_day,7.99
2026-05-16,instagram,reactions_day,167.0
2026-05-16,instagram,referrals_day,0.0
2026-05-16,instagram,subscribers,20056.0
2026-05-16,telegram,content_day,2.0
2026-05-16,telegram,engagement_rate_day,2.33
2026-05-16,telegram,referrals_day,38.0
2026-05-16,telegram,subscribers,13189.0
2026-05-16,telegram,views_day,2443.0
2026-05-16,vk,content_day,2.0
2026-05-16,vk,engagement_rate_day,8.46
2026-05-16,vk,referrals_day,7.0
2026-05-16,vk,subscribers,23080.0
2026-05-16,youtube,content_day,0.0
2026-05-16,youtube,engagement_rate_day,1.85
2026-05-16,youtube,reactions_day,181.0
2026-05-16,youtube,referrals_day,11.0
2026-05-16,youtube,subscribers,91291.0
2026-05-16,youtube,views_day,9763.0
2026-05-17,instagram,content_day,0.0
2026-05-17,instagram,engagement_rate_day,6.27
2026-05-17,instagram,reactions_day,93.0
2026-05-17,instagram,referrals_day,0.0
2026-05-17,instagram,subscribers,20056.0
2026-05-17,telegram,content_day,1.0
2026-05-17,telegram,engagement_rate_day,0.48
2026-05-17,telegram,referrals_day,32.0
2026-05-17,telegram,subscribers,13188.0
2026-05-17,telegram,views_day,2931.0
2026-05-17,vk,content_day,1.0
2026-05-17,vk,engagement_rate_day,5.52
2026-05-17,vk,referrals_day,13.0
2026-05-17,vk,subscribers,23081.0
2026-05-17,youtube,content_day,1.0
2026-05-17,youtube,engagement_rate_day,2.2
2026-05-17,youtube,reactions_day,181.0
2026-05-17,youtube,referrals_day,15.0
2026-05-17,youtube,subscribers,91297.0
2026-05-17,youtube,views_day,8211.0
2026-05-18,instagram,content_day,1.0
2026-05-18,instagram,engagement_rate_day,4.26
2026-05-18,instagram,reactions_day,80.0
2026-05-18,instagram,referrals_day,0.0
2026-05-18,instagram,subscribers,20054.0
2026-05-18,telegram,content_day,2.0
2026-05-18,telegram,engagement_rate_day,0.31
2026-05-18,telegram,referrals_day,64.0
2026-05-18,telegram,subscribers,13183.0
2026-05-18,telegram,views_day,7159.0
2026-05-18,vk,content_day,2.0
2026-05-18,vk,engagement_rate_day,7.34
2026-05-18,vk,referrals_day,8.0
2026-05-18,vk,subscribers,23080.0
2026-05-18,youtube,content_day,1.0
2026-05-18,youtube,engagement_rate_day,3.02
2026-05-18,youtube,reactions_day,233.0
2026-05-18,youtube,referrals_day,14.0
2026-05-18,youtube,subscribers,91300.0
2026-05-18,youtube,views_day,7704.0
2026-05-19,instagram,content_day,1.0
2026-05-19,instagram,engagement_rate_day,6.09
2026-05-19,instagram,reactions_day,118.0
2026-05-19,instagram,referrals_day,1.0
2026-05-19,instagram,subscribers,20058.0
2026-05-19,telegram,content_day,2.0
2026-05-19,telegram,engagement_rate_day,0.83
2026-05-19,telegram,referrals_day,31.0
2026-05-19,telegram,subscribers,13182.0
2026-05-19,telegram,views_day,3248.0
2026-05-19,vk,content_day,2.0
2026-05-19,vk,engagement_rate_day,3.42
2026-05-19,vk,referrals_day,5.0
2026-05-19,vk,subscribers,23083.0
2026-05-19,youtube,content_day,1.0
2026-05-19,youtube,engagement_rate_day,2.38
2026-05-19,youtube,reactions_day,255.0
2026-05-19,youtube,referrals_day,18.0
2026-05-19,youtube,subscribers,91306.0
2026-05-19,youtube,views_day,10701.0
2026-05-20,instagram,content_day,1.0
2026-05-20,instagram,engagement_rate_day,5.85
2026-05-20,instagram,reactions_day,139.0
2026-05-20,instagram,referrals_day,0.0
2026-05-20,instagram,subscribers,20060.0
2026-05-20,telegram,content_day,2.0
2026-05-20,telegram,engagement_rate_day,1.15
2026-05-20,telegram,referrals_day,28.0
2026-05-20,telegram,subscribers,13178.0
2026-05-20,telegram,views_day,3824.0
2026-05-20,vk,content_day,2.0
2026-05-20,vk,engagement_rate_day,11.12
2026-05-20,vk,referrals_day,3.0
2026-05-20,vk,subscribers,23086.0
2026-05-20,youtube,content_day,0.0
2026-05-20,youtube,engagement_rate_day,2.47
2026-05-20,youtube,reactions_day,167.0
2026-05-20,youtube,referrals_day,12.0
2026-05-20,youtube,subscribers,91316.0
2026-05-20,youtube,views_day,6772.0
2026-05-21,instagram,content_day,2.0
2026-05-21,instagram,engagement_rate_day,7.59
2026-05-21,instagram,reactions_day,202.0
2026-05-21,instagram,referrals_day,3.0
2026-05-21,instagram,subscribers,20066.0
2026-05-21,telegram,content_day,1.0
2026-05-21,telegram,engagement_rate_day,0.2
2026-05-21,telegram,referrals_day,63.0
2026-05-21,telegram,subscribers,13175.0
2026-05-21,telegram,views_day,2297.0
2026-05-21,vk,content_day,3.0
2026-05-21,vk,engagement_rate_day,0.95
2026-05-21,vk,referrals_day,9.0
2026-05-21,vk,subscribers,23092.0
2026-05-21,youtube,content_day,1.0
2026-05-21,youtube,engagement_rate_day,2.36
2026-05-21,youtube,reactions_day,175.0
2026-05-21,youtube,referrals_day,15.0
2026-05-21,youtube,subscribers,91335.0
2026-05-21,youtube,views_day,7406.0
2026-05-22,instagram,content_day,2.0
2026-05-22,instagram,engagement_rate_day,2.87
2026-05-22,instagram,reactions_day,92.0
2026-05-22,instagram,referrals_day,4.0
2026-05-22,instagram,subscribers,20072.0
2026-05-22,telegram,content_day,1.0
2026-05-22,telegram,engagement_rate_day,0.33
2026-05-22,telegram,referrals_day,32.0
2026-05-22,telegram,subscribers,13173.0
2026-05-22,telegram,views_day,2314.0
2026-05-22,vk,content_day,1.0
2026-05-22,vk,engagement_rate_day,7.83
2026-05-22,vk,referrals_day,5.0
2026-05-22,vk,subscribers,23096.0
2026-05-22,youtube,content_day,0.0
2026-05-22,youtube,engagement_rate_day,1.79
2026-05-22,youtube,reactions_day,164.0
2026-05-22,youtube,referrals_day,11.0
2026-05-22,youtube,subscribers,91339.0
2026-05-22,youtube,views_day,9187.0
2026-05-23,instagram,content_day,1.0
2026-05-23,instagram,engagement_rate_day,4.49
2026-05-23,instagram,reactions_day,84.0
2026-05-23,instagram,referrals_day,2.0
2026-05-23,instagram,subscribers,20083.0
2026-05-23,telegram,content_day,2.0
2026-05-23,telegram,engagement_rate_day,0.21
2026-05-23,telegram,referrals_day,29.0
2026-05-23,telegram,subscribers,13168.0
2026-05-23,telegram,views_day,2329.0
2026-05-23,vk,content_day,2.0
2026-05-23,vk,engagement_rate_day,5.1
2026-05-23,vk,referrals_day,29.0
2026-05-23,vk,subscribers,23098.0
2026-05-23,youtube,content_day,0.0
2026-05-23,youtube,engagement_rate_day,1.28
2026-05-23,youtube,reactions_day,119.0
2026-05-23,youtube,referrals_day,18.0
2026-05-23,youtube,subscribers,91353.0
2026-05-23,youtube,views_day,9287.0
2026-05-24,instagram,content_day,0.0
2026-05-24,instagram,engagement_rate_day,5.83
2026-05-24,instagram,reactions_day,76.0
2026-05-24,instagram,referrals_day,5.0
2026-05-24,instagram,subscribers,20095.0
2026-05-24,telegram,content_day,1.0
2026-05-24,telegram,engagement_rate_day,0.2
2026-05-24,telegram,referrals_day,32.0
2026-05-24,telegram,subscribers,13169.0
2026-05-24,telegram,views_day,2252.0
2026-05-24,vk,content_day,1.0
2026-05-24,vk,engagement_rate_day,6.51
2026-05-24,vk,referrals_day,25.0
2026-05-24,vk,subscribers,23099.0
2026-05-24,youtube,content_day,1.0
2026-05-24,youtube,engagement_rate_day,1.01
2026-05-24,youtube,reactions_day,131.0
2026-05-24,youtube,referrals_day,15.0
2026-05-24,youtube,subscribers,91350.0
2026-05-24,youtube,views_day,12914.0
2026-05-25,instagram,content_day,1.0
2026-05-25,instagram,engagement_rate_day,5.56
2026-05-25,instagram,reactions_day,82.0
2026-05-25,instagram,referrals_day,3.0
2026-05-25,instagram,subscribers,20136.0
2026-05-25,telegram,content_day,4.0
2026-05-25,telegram,engagement_rate_day,0.2
2026-05-25,telegram,referrals_day,34.0
2026-05-25,telegram,subscribers,13168.0
2026-05-25,telegram,views_day,2307.0
2026-05-25,vk,content_day,3.0
2026-05-25,vk,engagement_rate_day,6.42
2026-05-25,vk,referrals_day,8.0
2026-05-25,vk,subscribers,23102.0
2026-05-25,youtube,content_day,0.0
2026-05-25,youtube,engagement_rate_day,2.18
2026-05-25,youtube,reactions_day,124.0
2026-05-25,youtube,referrals_day,14.0
2026-05-25,youtube,subscribers,91367.0
2026-05-25,youtube,views_day,5692.0
2026-05-26,instagram,content_day,1.0
2026-05-26,instagram,engagement_rate_day,4.31
2026-05-26,instagram,reactions_day,62.0
2026-05-26,instagram,referrals_day,2.0
2026-05-26,instagram,subscribers,20113.0
2026-05-26,telegram,content_day,1.0
2026-05-26,telegram,engagement_rate_day,1.34
2026-05-26,telegram,referrals_day,46.0
2026-05-26,telegram,subscribers,13168.0
2026-05-26,telegram,views_day,2307.0
2026-05-26,vk,content_day,2.0
2026-05-26,vk,engagement_rate_day,5.68
2026-05-26,vk,referrals_day,6.0
2026-05-26,vk,subscribers,23103.0
2026-05-26,youtube,content_day,0.0
2026-05-26,youtube,engagement_rate_day,2.58
2026-05-26,youtube,reactions_day,144.0
2026-05-26,youtube,referrals_day,17.0
2026-05-26,youtube,subscribers,91360.0
2026-05-26,youtube,views_day,5577.0
2026-05-27,instagram,content_day,1.0
2026-05-27,instagram,engagement_rate_day,4.47
2026-05-27,instagram,reactions_day,176.0
2026-05-27,instagram,referrals_day,1.0
2026-05-27,instagram,subscribers,20121.0
2026-05-27,telegram,content_day,1.0
2026-05-27,telegram,engagement_rate_day,0.27
2026-05-27,telegram,referrals_day,94.0
2026-05-27,telegram,subscribers,13165.0
2026-05-27,telegram,views_day,2289.0
2026-05-27,vk,content_day,2.0
2026-05-27,vk,engagement_rate_day,6.1
2026-05-27,vk,referrals_day,16.0
2026-05-27,vk,subscribers,23105.0
2026-05-27,youtube,content_day,1.0
2026-05-27,youtube,engagement_rate_day,2.4
2026-05-27,youtube,reactions_day,198.0
2026-05-27,youtube,referrals_day,12.0
2026-05-27,youtube,subscribers,91366.0
2026-05-27,youtube,views_day,8241.0
2026-05-28,instagram,content_day,1.0
2026-05-28,instagram,engagement_rate_day,4.93
2026-05-28,instagram,reactions_day,123.0
2026-05-28,instagram,referrals_day,0.0
2026-05-28,instagram,subscribers,20123.0
2026-05-28,telegram,content_day,2.0
2026-05-28,telegram,engagement_rate_day,0.1
2026-05-28,telegram,referrals_day,23.0
2026-05-28,telegram,subscribers,13162.0
2026-05-28,telegram,views_day,2290.0
2026-05-28,vk,content_day,2.0
2026-05-28,vk,engagement_rate_day,6.55
2026-05-28,vk,referrals_day,7.0
2026-05-28,vk,subscribers,23113.0
2026-05-28,youtube,content_day,2.0
2026-05-28,youtube,engagement_rate_day,1.5
2026-05-28,youtube,reactions_day,225.0
2026-05-28,youtube,referrals_day,2.0
2026-05-28,youtube,subscribers,91378.0
2026-05-28,youtube,views_day,14966.0
2026-05-29,instagram,content_day,1.0
2026-05-29,instagram,engagement_rate_day,5.4
2026-05-29,instagram,reactions_day,123.0
2026-05-29,instagram,referrals_day,0.0
2026-05-29,instagram,subscribers,20129.0
2026-05-29,telegram,content_day,1.0
2026-05-29,telegram,engagement_rate_day,0.23
2026-05-29,telegram,referrals_day,50.0
2026-05-29,telegram,subscribers,13169.0
2026-05-29,telegram,views_day,2304.0
2026-05-29,vk,content_day,1.0
2026-05-29,vk,engagement_rate_day,7.52
2026-05-29,vk,referrals_day,9.0
2026-05-29,vk,subscribers,23118.0
2026-05-29,youtube,content_day,1.0
2026-05-29,youtube,engagement_rate_day,1.34
2026-05-29,youtube,reactions_day,204.0
2026-05-29,youtube,referrals_day,15.0
2026-05-29,youtube,subscribers,91386.0
2026-05-29,youtube,views_day,15196.0
2026-05-30,instagram,content_day,1.0
2026-05-30,instagram,engagement_rate_day,6.88
2026-05-30,instagram,reactions_day,123.0
2026-05-30,instagram,referrals_day,3.0
2026-05-30,instagram,subscribers,20130.0
2026-05-30,telegram,content_day,1.0
2026-05-30,telegram,engagement_rate_day,0.18
2026-05-30,telegram,referrals_day,34.0
2026-05-30,telegram,subscribers,13171.0
2026-05-30,telegram,views_day,2314.0
2026-05-30,vk,content_day,2.0
2026-05-30,vk,engagement_rate_day,4.87
2026-05-30,vk,referrals_day,12.0
2026-05-30,vk,subscribers,23124.0
2026-05-30,youtube,content_day,0.0
2026-05-30,youtube,engagement_rate_day,1.11
2026-05-30,youtube,reactions_day,93.0
2026-05-30,youtube,referrals_day,12.0
2026-05-30,youtube,subscribers,91410.0
2026-05-30,youtube,views_day,8365.0
2026-05-31,instagram,content_day,2.0
2026-05-31,instagram,engagement_rate_day,5.46
2026-05-31,instagram,reactions_day,123.0
2026-05-31,instagram,referrals_day,8.0
2026-05-31,instagram,subscribers,20134.0
2026-05-31,telegram,content_day,0.0
2026-05-31,telegram,referrals_day,9.0
2026-05-31,telegram,subscribers,13179.0
2026-05-31,telegram,views_day,2314.0
2026-05-31,vk,content_day,1.0
2026-05-31,vk,engagement_rate_day,4.7
2026-05-31,vk,referrals_day,31.0
2026-05-31,vk,subscribers,23131.0
2026-05-31,youtube,content_day,1.0
2026-05-31,youtube,engagement_rate_day,1.63
2026-05-31,youtube,reactions_day,216.0
2026-05-31,youtube,referrals_day,23.0
2026-05-31,youtube,subscribers,91417.0
2026-05-31,youtube,views_day,13252.0
2026-06-01,instagram,content_day,0.0
2026-06-01,instagram,engagement_rate_day,5.14
2026-06-01,instagram,reactions_day,123.0
2026-06-01,instagram,referrals_day,5.0
2026-06-01,instagram,subscribers,20150.0
2026-06-01,telegram,content_day,3.0
2026-06-01,telegram,engagement_rate_day,0.11
2026-06-01,telegram,referrals_day,33.0
2026-06-01,telegram,subscribers,13169.0
2026-06-01,telegram,views_day,2314.0
2026-06-01,vk,content_day,3.0
2026-06-01,vk,engagement_rate_day,3.88
2026-06-01,vk,referrals_day,0.0
2026-06-01,vk,subscribers,23137.0
2026-06-01,youtube,content_day,0.0
2026-06-01,youtube,engagement_rate_day,2.11
2026-06-01,youtube,reactions_day,150.0
2026-06-01,youtube,referrals_day,32.0
2026-06-01,youtube,subscribers,91428.0
2026-06-01,youtube,views_day,7098.0
2026-06-02,instagram,content_day,1.0
2026-06-02,instagram,engagement_rate_day,4.91
2026-06-02,instagram,reactions_day,123.0
2026-06-02,instagram,referrals_day,1.0
2026-06-02,instagram,subscribers,20149.0
2026-06-02,telegram,content_day,1.0
2026-06-02,telegram,engagement_rate_day,0.34
2026-06-02,telegram,referrals_day,23.0
2026-06-02,telegram,subscribers,13171.0
2026-06-02,telegram,views_day,2267.0
2026-06-02,vk,content_day,1.0
2026-06-02,vk,engagement_rate_day,5.42
2026-06-02,vk,referrals_day,4.0
2026-06-02,vk,subscribers,23142.0
2026-06-02,youtube,content_day,0.0
2026-06-02,youtube,engagement_rate_day,1.81
2026-06-02,youtube,reactions_day,86.0
2026-06-02,youtube,referrals_day,17.0
2026-06-02,youtube,subscribers,91437.0
2026-06-02,youtube,views_day,4763.0
2026-06-03,instagram,content_day,2.0
2026-06-03,instagram,engagement_rate_day,6.75
2026-06-03,instagram,reactions_day,123.0
2026-06-03,instagram,referrals_day,1.0
2026-06-03,instagram,subscribers,20150.0
2026-06-03,telegram,content_day,0.0
2026-06-03,telegram,referrals_day,28.0
2026-06-03,telegram,subscribers,13162.0
2026-06-03,telegram,views_day,2204.0
2026-06-03,vk,content_day,2.0
2026-06-03,vk,engagement_rate_day,8.33
2026-06-03,vk,referrals_day,4.0
2026-06-03,vk,subscribers,23145.0
2026-06-03,youtube,content_day,0.0
2026-06-03,youtube,referrals_day,10.0
